hotel name,rating,rating text,place,near by place,discount price,actual price,facilities,destination name,,
Hotel O Cozy Rooms,2.2,Average,"Bharthana, Surat",8.0 km drive to Surat International Airport,793,1463,24-hour Room service,Surat,,
FabHotel Vrundavan - Nr. Sargam Shopping Center (350M),2,Average,"Athwa, Surat",8.7 km drive to Surat International Airport,1378,3657,Restaurant,Surat,,
Hotel Horizon Surat,3.5,Very Good,"Kadodara, Palsana",Not Available,1380,2700,Restaurant,Surat,,
Luxury 2BHK Apartments at Rajhans Belliza | Near Airport,3.4,Good,"Dumas, Surat",3.2 km drive to Surat International Airport,2251,3700,Shared Swimming Pool,Surat,,
P.C Homes Rajhans Belliza Entire Apartment,4,Very Good,"Dumas, Surat",3.2 km drive to Surat International Airport,2344,3200,Shared Swimming Pool,Surat,,
Hotel Elegant inn,3.5,Very Good,"Vesu, Surat",6 minutes walk to Rebounce! Fun Toh Yahaan Hai,1424,2219,24-hour Room Service,Surat,,
Golden Hotel Rooms,3,Good,"Magob, Surat",Not Available,1300,1599,24-hour Room Service,Surat,,
Silver Stone Bunglows,4.2,Very Good,"Baleshwar, Palsana",Not Available,3454,5500,Shared Swimming Pool,Surat,,
FabHotel Code - Nr.Shrungal Hills apartments (140M),2.9,Average,"Bhimrad, Surat",9.6 km drive to Surat International Airport,1265,3024,Restaurant,Surat,,
Hotel O Delight Inn,3.5,Very Good,"Karadva Gam, Surat",Not Available,679,1509,24-hour Room service,Surat,,
Jeel Elite Inn,2.9,Average,"Dumas, Surat",3.2 km drive to Surat International Airport,2201,4500,Swimming Pool,Surat,,
Super Hotel O Shree Laxmi Kuber,3.5,Very Good,"Kosad Gam, Surat",Not Available,917,1693,24-hour Room service,Surat,,
Collection O The Valentine Hotel,2.7,Average,"Karadva Gam, Surat",Not Available,1456,2688,Lounge,Surat,,
Hotel O The ANCITA,3.5,Very Good,"Yogidhara Society, Surat",Not Available,1291,2398,24-hour Room service,Surat,,
Hotel the grand radhey ( TGR),3.5,Very Good,"Kamrej, Kamrej",Not Available,1282,1499,Lounge,Surat,,
Hotel Vijyalaxmi Rooms and Banquet Hall,3.7,Very Good,"Vesu, Surat",1.6 km drive to Rebounce! Fun Toh Yahaan Hai,2174,4399,Restaurant,Surat,,
Weekend Address managed by Global Hospitality,2.6,Average,"Dumas, Surat",Not Available,2493,3400,Private Swimming Pool,Surat,,
Weekend Address by Global Hospitality,3.2,Good,"Dumas, Surat",Not Available,2200,3000,Swimming Pool,Surat,,
Hotel Shree Shiv Shakti,2.7,Average,"Baleshwar, Palsana",Not Available,1497,1750,24-hour Room Service,Surat,,
Hotel O Genius In Rooms,3.5,Very Good,"Bharthana, Surat",7.9 km drive to Surat International Airport,605,1268,24-hour Room service,Surat,,
WEEKEND ADDRESS | STUDIO ROOMS,3,Good,"Dumas, Surat",3.2 km drive to Surat International Airport,2721,4000,Gym,Surat,,
Palette Country Club Surat,3.5,Very Good,"Adajan Gam, Surat",Not Available,1254,2545,Restaurant,Surat,,
Hotel Parash Inn,3.5,Very Good,"Patel Nagar, Surat",1.4 km drive to Kiran Hospital,1027,1200,24-hour Room Service,Surat,,
HOTEL CROWN PALACE,3.1,Good,"Adajan Gam, Surat",Not Available,1525,2499,Jacuzzi,Surat,,
Hotel Maharaja,3,Good,"Ring Road, Surat",3.0 km drive to Kiran Hospital,682,1000,24-hour Room service,Surat,,
Hotel Aaram,3.2,Good,"Ring Road, Surat",2.4 km drive to Kiran Hospital,784,1150,24-hour Room service,Surat,,
HOTEL CASA DELLA,3.5,Very Good,"Adajan Gam, Surat",Not Available,1078,1800,24-hour Room service,Surat,,
Hotel O 812340 Hotel Velvet Rooms,1,Poor,"Bharthana, Surat",8.1 km drive to Surat International Airport,579,1068,24-hour Room service,Surat,,
FabHotel Rose Palace - Vesu,2.2,Average,"Bharthana, Surat",8.1 km drive to Surat International Airport,1245,2806,Fireplace,Surat,,
Hotel Glacier,1.7,Poor,"Palanpur Gam, Surat",Not Available,1092,1800,24-hour Room service,Surat,,
Hotel O Galaxy,3.3,Good,"Rundh Magdalla, Surat",1.2 km drive to Rebounce! Fun Toh Yahaan Hai,834,1539,24-hour Room service,Surat,,
Hotel We Rooms,3.5,Very Good,"Adajan Gam, Surat",Not Available,2141,3500,Jacuzzi,Surat,,
"Hotel Royal Orbits , Amroli",3.5,Very Good,"Amroli, Surat",Not Available,1091,1600,24-hour Room service,Surat,,
Hotel O Adajan formerly Blueberry Rooms,3.5,Very Good,"Palanpur Gam, Surat",Not Available,867,1818,24-hour Room service,Surat,,
NIRAANT LUXURY HOTEL,1.4,Poor,"Dahin Nagar, Surat",Not Available,3057,3500,Restaurant,Surat,,
Hotel O IBIS Rooms,2.5,Average,"Bhimrad, Surat",9.2 km drive to Surat International Airport,834,1539,Restaurant,Surat,,
Hotel MATRU LAXMI,3.1,Good,"Begampura, Surat",2.9 km drive to Kiran Hospital,2159,3000,24-hour Room service,Surat,,
Studio Homes,1.7,Poor,"Dumas, Surat",3.2 km drive to Surat International Airport,2214,2500,24-hour Room Service,Surat,,
"Rajhans Belliza Service Apartment Units, Surat",2.9,Average,"Dumas, Surat",Not Available,2970,4500,Power Backup,Surat,,
Hotel O Atlanta Business Hub Surat,3.5,Very Good,"Bharthana, Surat",8.0 km drive to Surat International Airport,1304,1652,24-hour Room service,Surat,,
Hotel O COMRADE ROOMS,3.5,Very Good,"Bharthana, Surat",7.7 km drive to Surat International Airport,1071,1977,24-hour Room service,Surat,,
Hotel O Way Point,2.3,Average,"Dindoli, Surat",Not Available,579,1068,24-hour Room service,Surat,,
hotel Ibis Rooms & PG,3.5,Very Good,"Bhimrad, Surat",9.5 km drive to Surat International Airport,1027,1200,24-hour Room Service,Surat,,
Hotel sahil,1.4,Poor,"Haripura, Surat",2.8 km drive to Kiran Hospital,4488,5000,Restaurant,Surat,,
Collection O De'pearl Hotel,2.5,Average,"Udhna Zone, Surat",Not Available,868,1602,24-hour Room service,Surat,,
Hotel Shanti Sadan,3.5,Very Good,"Laldarwaja, Surat",2.4 km drive to Kiran Hospital,3580,4099,24-hour Room service,Surat,,
Weekend Homes hosted by farmville,3.4,Good,"Dumas, Surat",Not Available,1810,3000,Caretaker,Surat,,
Rajhans Belliza Nest,3.4,Good,"Dumas, Surat",3.3 km drive to Surat International Airport,2832,3300,Shared Swimming Pool,Surat,,
Shree Murlidhar Guest house kamrej,2.9,Average,"Kamrej 1, Kamrej",Not Available,1069,1250,24-hour Room service,Surat,,
Hotel Aavkar,3.5,Very Good,"Palsana, Palsana",Not Available,685,800,Kitchenette,Surat,,
Surat home stay,4.1,Very Good,"Patel Nagar, Surat",1.6 km drive to Kiran Hospital,2665,4000,Caretaker,Surat,,
Weekend Address | Studio Units,3.7,Very Good,"Dumas, Surat",3.2 km drive to Surat International Airport,2083,3499,Shared Swimming Pool,Surat,,
Hotel Tulsi,3.5,Very Good,"Amboli, Kamrej",Not Available,2184,2500,24-hour Room service,Surat,,
Ambition Studio Apartment at Rajhans Belliza,3.9,Very Good,"Dumas, Surat",3.3 km drive to Surat International Airport,2107,2999,Shared Swimming Pool,Surat,,
Marigold banquet and rooms,1.3,Poor,"Vesu, Surat",2.9 km drive to Rebounce! Fun Toh Yahaan Hai,1318,2200,Air Conditioning,Surat,,
Murlidhar Guest House,3.1,Good,"Laldarwaja, Surat",2.3 km drive to Kiran Hospital,1625,2000,Living Room,Surat,,
SHRI GURUDEV LUXURIOUS AC DORMITORY,4.5,Excellent,Surat,2.5 km drive to Kiran Hospital,687,900,Air Conditioning,Surat,,
YOLOFarms 724,3.5,Very Good,"Olpad, Olpad",Not Available,4476,7000,Private Swimming Pool,Surat,,
Hotel Ripple,3.5,Very Good,"Piplod, Surat",2.1 km drive to Rebounce! Fun Toh Yahaan Hai,917,1200,Luggage Storage,Surat,,
Rajhans Belliza SSKF,3.5,Very Good,"Dumas, Surat",Not Available,4048,6000,Reception,Surat,,
HOTEL TGR ROOMS,3.5,Very Good,"Zankhvav, Zankhvav",Not Available,1023,1500,Restaurant,Surat,,
YOLOFarms 500,3.5,Very Good,"Dumas, Surat",5.6 km drive to Surat International Airport,4636,8000,Private Swimming Pool,Surat,,
Escape house,3.5,Very Good,"Baleshwar, Palsana",Not Available,7057,8000,Gym,Surat,,
YOLOFarms 325,3.5,Very Good,"Dumas, Surat",6.8 km drive to Surat International Airport,9470,15000,Private Swimming Pool,Surat,,
Saahil Farm Stay Surat | 3 BHK Farmhouse,3.5,Very Good,"Laxmi Nagar, Surat",Not Available,12580,16500,Shared Swimming Pool,Surat,,
Weekend addresss,2.7,Average,"Dumas, Surat",3.2 km drive to Surat International Airport,1781,2000,Gym,Surat,,
Silverstone Bungalow 3,3.5,Very Good,"Baleshwar, Palsana",Not Available,3989,5500,Shared Swimming Pool,Surat,,
Ambition studio apartment at weekend address,3.5,Very Good,"Dumas, Surat",Not Available,2243,3000,Shared Swimming Pool,Surat,,
Twin Tower Stay inn,2.9,Average,"Dumas, Surat",Not Available,4396,5500,Private Swimming Pool,Surat,,
v love hotel surat,3.5,Very Good,"Vesu, Surat",4 minutes walk to Rebounce! Fun Toh Yahaan Hai,1363,2000,Air Conditioning,Surat,,
Yash Dormitory Guest House,3.9,Very Good,"Laldarwaja, Surat",2.3 km drive to Kiran Hospital,842,1000,Seating Area,Surat,,
YOLOFarms 777,3.5,Very Good,"Kamrej, Kamrej",Not Available,12637,20000,Private Swimming Pool,Surat,,
Lotus Boutique Villa,4.6,Excellent,"Dumas, Surat",Not Available,7344,8500,Caretaker,Surat,,
Rajhans belliza home stay,3,Good,"Dumas, Surat",Not Available,3868,6700,Private Kitchen,Surat,,
Suvidha Ghar Dormitory,4.2,Very Good,"Khodiyar Nagar, Surat",Not Available,707,900,Living Room,Surat,,
Satellite Bungalows By SSKF,3.5,Very Good,"Dumas, Surat",2.2 km drive to Surat International Airport,6731,10000,Caretaker,Surat,,
Balaji AC Dormitory,4.1,Very Good,"Ring Road, Surat",2.4 km drive to Kiran Hospital,798,900,Restaurant,Surat,,
Lavish Studio Apertment at Weekend Address near Airport,2.4,Average,"Dumas, Surat",3.2 km drive to Surat International Airport,2485,3000,Shared Swimming Pool,Surat,,
Durga Bed and Breakfast,3.6,Very Good,"Adajan Gam, Surat",Not Available,1446,1998,Kitchenette,Surat,,
Villa In Surat - Greece Escape - Luxury Villa,3.5,Very Good,"Olpad, Olpad",Not Available,5291,7000,Air Conditioning,Surat,,
Regency Farmhouse 2 with Private Swimming Pool,3.5,Very Good,"Dumas, Surat",4.4 km drive to Surat International Airport,5224,8600,Air Conditioning,Surat,,
YOLOFarms 119,3.5,Very Good,"Olpad, Olpad",Not Available,6319,10000,Private Living Room,Surat,,
Shaurya villa managed by Ambition Villa,3.5,Very Good,"Surat, Surat",2.1 km drive to Surat International Airport,17605,25000,Caretaker,Surat,,
Hotel Nivya Rooms Mandvi,3.6,Very Good,"Mandvi, Surat, Mandvi, Surat",Not Available,999,1299,24-hour Room Service,Surat,,
YOLOFarms 623,3.5,Very Good,"Mandvi, Surat, Mandvi, Surat",Not Available,4476,7000,Private Swimming Pool,Surat,,
OYO Flagship Hotel Laksh View,3.5,Very Good,"Bhatha, Surat",Not Available,987,1821,24-hour Room service,Surat,,
Hotel O Bharthana VIP Road Surat,3.5,Very Good,"Bharthana, Surat",8.0 km drive to Surat International Airport,859,1784,24-hour Room service,Surat,,
Hotel Nova Stay,3.5,Very Good,"Vesu, Surat",970 m drive to Rebounce! Fun Toh Yahaan Hai,2184,2500,24-hour Room Service,Surat,,
A.K. Farmhouse,3.5,Very Good,"Navsari, Navsari",15.5 km from Surat District,9441,12000,Air Conditioning,Surat,,
YOLOFarms 747,3.5,Very Good,"Navsari, Navsari",18.7 km from Surat District,22096,35000,Private Swimming Pool,Surat,,
Chandan Van Club and Resort,4,Very Good,"Vijalpore, Navsari",20.8 km from Surat District,5237,8529,Swimming Pool,Surat,,
YOLOFarms 247,3.5,Very Good,"Navsari, Navsari",Not Available,13949,20000,Private Swimming Pool,Surat,,
Bhanu The Fern Forest Resort & Spa Jambughoda,4.3,Excellent,In Jambughoda,65.0 km from Rajpipla city centre,4682,7501,Spa,Vadodara,,
HOTEL HARMONY,4,Very Good,Near Vadodara Train Station,6 minutes walk to Vadora Cbo Railway Station,2807,4559,24-hour Room service,Vadodara,,
Shagun Hotel,3.2,Good,Alkapuri,6 minutes walk to Vadodara Junction Railway Station,989,3249,Restaurant,Vadodara,,
Hotel Ace Grand,3.2,Good,Sayajigunj,4 minutes walk to Vadodara Junction Railway Station,1075,2199,Spa,Vadodara,,
"Hotel Monville, Vadodara Gujarat",4.3,Excellent,Bhaili,Not Available,1520,5900,Gym,Vadodara,,
Pride Biznotel Manjusar,3.7,Very Good,In Savli,25.0 km from Vadodara city centre,2139,2815,Gym,Vadodara,,
Ginger Vadodara,3.8,Very Good,Fatehgunj,4.1 km drive to Vadodara Airport,1799,1799,Gym,Vadodara,,
BEST WESTERN ALKAPURI,3.9,Very Good,Alkapuri,6.8 km drive to Vadodara Airport,3079,3900,Gym,Vadodara,,
Hotel Clarks Collection Vadodara - Near Bus Stand,3.9,Very Good,Alkapuri,6.8 km drive to Vadodara Airport,2001,2295,Gym,Vadodara,,
Click Hotel Vadodara (Near Railway Station),3.5,Very Good,Sayajigunj,4 minutes walk to Vadodara Junction Railway Station,3586,4749,Restaurant,Vadodara,,
"Click White House Residency, Vadodara",3.9,Very Good,Bhayli,Not Available,2332,3550,Swimming Pool,Vadodara,,
Hotel Casa,3.8,Very Good,Fatehgunj,3.9 km drive to Vadodara Airport,1092,2400,24-hour Room Service,Vadodara,,
Hotel Rainbow,3.8,Very Good,Sayajigunj,5.2 km drive to Vadodara Airport,878,2799,Butler Services,Vadodara,,
Hotel President,4,Very Good,Sayajigunj,10 minutes walk to Vadodara Junction Railway Station,2632,5049,Restaurant,Vadodara,,
Regenta Fairlark Vadodara,4.2,Very Good,Bhayli,Not Available,2261,2500,Jacuzzi,Vadodara,,
Classic View Apartment,3.5,Very Good,Pratham Upvan,Not Available,2868,4000,Reception,Vadodara,,
Regenta Inn Vadodara,3.9,Very Good,Sayajigunj,3 minutes walk to Vadodara Bus station,2351,2600,Spa,Vadodara,,
Palette Hotel Surya,3.3,Good,Sayajigunj,4 minutes walk to Vadodara Junction Railway Station,2416,3721,Restaurant,Vadodara,,
Hotel Apex International,3.4,Good,Sayajigunj,6 minutes walk to Vadodara Junction Railway Station,1890,3400,Restaurant,Vadodara,,
Lemon Tree Hotel Vadodara,3.8,Very Good,Sayajigunj,7 minutes walk to Vadodara Junction Railway Station,2330,3000,Gym,Vadodara,,
Effotel by Sayaji Vadodara,4.3,Excellent,Sayajigunj,10 minutes walk to Vadodara Junction Railway Station,2700,2700,Gym,Vadodara,,
The Oasis Hotel,3.8,Very Good,Sayajigunj,4 minutes walk to Vadodara Junction Railway Station,1962,2999,Swimming Pool,Vadodara,,
Sayaji Vadodara,4.5,Excellent,Sayajigunj,10 minutes walk to Vadodara Junction Railway Station,4200,4200,Spa,Vadodara,,
Hyatt Place Bharuch,4.6,Excellent,In Bharuch,75.0 km from Vadodara city centre,7700,7700,Spa,Vadodara,,
The Sky Imperial Hotel Yahvi,3.8,Very Good,Haripura,8.8 km drive to Vadodara Airport,2012,2600,Lounge,Vadodara,,
"Fortune Inn Promenade, Vadodara - Member ITC Hotels' Group",4.3,Excellent,Akota,8.1 km drive to Vadodara Airport,4700,4700,Spa,Vadodara,,
Hotel Alankar Vadodara,3.8,Very Good,Sayajigunj,4 minutes walk to Vadodara Junction Railway Station,1480,1900,24-hour Room service,Vadodara,,
"Welcomhotel by ITC Hotels, Alkapuri, Vadodara",4.3,Excellent,Alkapuri,6.9 km drive to Vadodara Airport,7500,7500,Swimming Pool,Vadodara,,
The Fern Residency Vadodara,3.9,Very Good,Sayajigunj,2 minutes walk to Vadodara Bus station,2439,6049,Gym,Vadodara,,
Hotel Yuvraj,3.7,Very Good,Sayajigunj,2 minutes walk to Vadodara Bus station,2822,5300,Swimming Pool,Vadodara,,
Tara Suns,4.3,Excellent,Gotri,8.8 km drive to Vadodara Airport,2735,5000,Gym,Vadodara,,
"7 Apple Hotel, Vadodara",3.8,Very Good,Nizampura,5.4 km drive to Vadodara Airport,2752,2752,Restaurant,Vadodara,,
HOTEL ALPHA,3.7,Very Good,Sayajigunj,7 minutes walk to Vadodara Junction Railway Station,1151,1500,24-hour Room Service,Vadodara,,
Hotel Sai Miracle,3.5,Very Good,Alkapuri,10 minutes walk to Vadodara Junction Railway Station,7455,8999,Air Conditioning,Vadodara,,
Hotel Stellar,4,Very Good,Karelibaug,10 minutes walk to Vadodara Airport,1866,2500,Restaurant,Vadodara,,
"The Fern, Vadodara",4.2,Very Good,Haripura,7.0 km drive to Vadodara Airport,3386,5599,Gym,Vadodara,,
Pride Biznotel Alkapuri,4,Very Good,Alkapuri,6.7 km drive to Vadodara Airport,4082,5055,Gym,Vadodara,,
Hotel GRG,3.5,Very Good,Alkapuri,6.8 km drive to Vadodara Airport,841,1185,24-hour Room service,Vadodara,,
The Beacon Hotel Vadodara,4,Very Good,Haripura,7.0 km drive to Vadodara Airport,2030,4749,Restaurant,Vadodara,,
Royal Orchid Central Vadodara,4.2,Very Good,Akota,9.2 km drive to Vadodara Airport,4950,5500,Gym,Vadodara,,
Kabir Hotel & Spa,4.2,Very Good,Sevasi,Not Available,2842,4000,Spa,Vadodara,,
Grand Mercure Vadodara Surya Palace- An AccorHotels Brand,4.1,Very Good,Sayajigunj,8 minutes walk to Vadodara Junction Railway Station,4200,4200,Spa,Vadodara,,
NIRMAL HOMESTAY,3.5,Very Good,Moti Baug,6.2 km drive to Vadodara Airport,2705,4000,Shared Parking,Vadodara,,
Hyatt Place Vadodara,4.4,Excellent,Saiyed Vasna,Not Available,8499,8499,Swimming Pool,Vadodara,,
Hotel Ambassador,4,Very Good,Sayajigunj,4 minutes walk to Vadodara Junction Railway Station,1779,3299,24-hour Room Service,Vadodara,,
Fairfield by Marriott Vadodara,4.4,Excellent,Alkapuri,6.5 km drive to Vadodara Airport,5949,5949,Gym,Vadodara,,
Hotel Marigold,3.8,Very Good,Sayajigunj,4 minutes walk to Vadodara Junction Railway Station,1465,2299,Restaurant,Vadodara,,
Hotel Grand Darshan Vadodara,4.4,Excellent,NH 8,Not Available,3010,4999,Restaurant,Vadodara,,
Hotel Express Residency,4,Very Good,Alkapuri,6.4 km drive to Vadodara Airport,4512,5299,Gym,Vadodara,,
Banyan Paradise Resort,3.2,Good,NH 8,5.4 km drive to Vadodara Airport,3554,4500,Swimming Pool,Vadodara,,
In & Out Dormitory,3.9,Very Good,Sayajigunj,About a minute walk to Vadodara Bus station,883,1100,Living Room,Vadodara,,
Hotel Limra Vadodara,4.3,Excellent,Sayajigunj,4 minutes walk to Vadodara Junction Railway Station,1728,3899,24-hour Room service,Vadodara,,
Hotel Airport,3.8,Very Good,Harni,9 minutes walk to Vadodara Airport,2005,2300,Restaurant,Vadodara,,
Hotel Express Towers,3.8,Very Good,Alkapuri,7.0 km drive to Vadodara Airport,4836,5499,Gym,Vadodara,,
Hotel Blue Lagoons Manjalpur Near Makarpura,3.6,Very Good,Manjalpur,8.4 km drive to Vadodara Airport,2542,3000,Restaurant,Vadodara,,
THE BARODA RESIDENCY,4.3,Excellent,Alkapuri,6.5 km drive to Vadodara Airport,3763,4300,Restaurant,Vadodara,,
Hotel Blue Lagoons Fatehgunj,3.8,Very Good,Fatehgunj,3.2 km drive to Vadodara Airport,1990,2400,Restaurant,Vadodara,,
Lords Inn Vadodara,3.9,Very Good,Sayajigunj,5.3 km drive to Vadodara Airport,3611,3611,Gym,Vadodara,,
"Keys Lite by Lemon Tree Hotels, Vadodara",3.9,Very Good,Kendranagar,7.1 km drive to Vadodara Airport,2388,2700,Restaurant,Vadodara,,
Hotel Pearl,3.6,Very Good,Sayajigunj,6 minutes walk to Vadodara Junction Railway Station,1466,2300,Restaurant,Vadodara,,
Hotel Unique By Apex,3.6,Very Good,Near Vadodara Train Station,3 minutes walk to Vadodara Junction Railway Station,1345,2790,Restaurant,Vadodara,,
Hotel Vrundavan Residency,3.2,Good,Babajipura,5.1 km drive to Vadodara Airport,1190,1899,Restaurant,Vadodara,,
HOTEL PRUDENT,3.9,Very Good,Sayajigunj,6 minutes walk to Vadodara Junction Railway Station,818,1699,24-hour Room service,Vadodara,,
Shreeji Service Apartments,3.5,Very Good,Gotri,8.8 km drive to Vadodara Airport,3924,4500,Air Conditioning,Vadodara,,
Four Points By Sheraton Vadodara - Marriott International,4.2,Very Good,Fatehgunj,3.5 km drive to Vadodara Airport,5450,5450,Gym,Vadodara,,
Eastin Residences Vadodara,4.2,Very Good,Alkapuri,6.3 km drive to Vadodara Airport,7522,10100,Gym,Vadodara,,
Hotel Savshanti Towers,3.7,Very Good,Alkapuri,6.7 km drive to Vadodara Airport,1672,2000,Restaurant,Vadodara,,
hotel monville,4.1,Very Good,Ranoli,23.7 km from Anand,855,6555,Water Sports,Vadodara,,
Hotel Suba Elite Vadodara,4.1,Very Good,Fatehgunj,3.3 km drive to Vadodara Airport,4375,5150,Restaurant,Vadodara,,
Vivanta Vadodara,4.5,Excellent,Akota,8.0 km drive to Vadodara Airport,7425,7425,Spa,Vadodara,,
Hotel Maan Palace,3.4,Good,Madhavpura,6.2 km drive to Vadodara Airport,1033,1319,24-hour Room Service,Vadodara,,
Courtyard by Marriott Vadodara,4.4,Excellent,Subhanpura,6.3 km drive to Vadodara Airport,8499,8499,Spa,Vadodara,,
FabExpress Kalyan - Nr. Dairy Dan Circle,3.5,Very Good,Sayajigunj,6 minutes walk to Vadodara Junction Railway Station,1583,3783,Restaurant,Vadodara,,
HOTEL DARSHAN POR,4.4,Excellent,NH 8,24.7 km from city centre,1731,2000,Restaurant,Vadodara,,
Rang Lords Inn Bharuch,4.2,Very Good,In Bharuch,73.0 km from Vadodara city centre,2999,2999,Restaurant,Vadodara,,
Clubhouse Hotel Raajpath,3.4,Good,Near Vadodara Train Station,4 minutes walk to Vadodara Junction Railway Station,5267,9791,Restaurant,Vadodara,,
The Pacific Hotel,3.8,Very Good,Alkapuri,6.8 km drive to Vadodara Airport,1671,3979,Restaurant,Vadodara,,
Hotel Avista,4.1,Very Good,Jetalpur,9 minutes walk to Vadodara Junction Railway Station,1638,3600,Restaurant,Vadodara,,
Hotel Grand Paradise,3.7,Very Good,Haripura,7.4 km drive to Vadodara Airport,1943,4000,Spa,Vadodara,,
Hotel Sun city inn,3.8,Very Good,Maneja,Not Available,866,1000,Restaurant,Vadodara,,
